1	0	3	16	0	0	0	0	34.0434	-117.81158293346118	8
2	0	3	16	0	0	0	0	34.04349474941052	-117.81161549333893	8
3	0	3	16	0	0	0	0	34.043305250589476	-117.81161549354508	8
4	0	3	16	0	0	0	0	34.043271551182336	-117.8116480535379	8
5	0	3	16	0	0	0	0	34.04352844881765	-117.81164805330776	8
6	0	3	16	0	0	0	0	34.043550216323645	-117.81168061329792	8
7	0	3	16	0	0	0	0	34.04324978367635	-117.81168061350938	8
8	0	3	16	0	0	0	0	34.04323515162667	-117.81171317346886	8
9	0	3	16	0	0	0	0	34.04356484837333	-117.81171317330009	8
10	0	3	16	0	0	0	0	34.043574152880126	-117.81174573330958	8
11	0	3	16	0	0	0	0	34.043225847119864	-117.81174573342102	8
12	0	3	16	0	0	0	0	34.04322103726003	-117.81177829336903	8
13	0	3	16	0	0	0	0	34.04357896273996	-117.81177829332321	8
14	0	3	16	0	0	0	0	34.04357963935008	-117.81181085333844	8
15	0	3	16	0	0	0	0	34.04322036064991	-117.81181085331545	8
16	0	3	16	0	0	0	0	34.04322376967606	-117.81184341326266	8
17	0	3	16	0	0	0	0	34.043576230323936	-117.81184341335288	8
18	0	3	16	0	0	0	0	34.043568487848866	-117.81187597336407	8
19	0	3	16	0	0	0	0	34.04323151215113	-117.81187597321312	8
20	0	3	16	0	0	0	0	34.043244232928615	-117.81190853316974	8
21	0	3	16	0	0	0	0	34.043555767071375	-117.81190853336909	8
22	0	3	16	0	0	0	0	34.043536685050405	-117.81194109336394	8
23	0	3	16	0	0	0	0	34.04326331494959	-117.81194109313654	8
24	0	3	16	0	0	0	0	34.04329208140729	-117.81197365312057	8
25	0	3	16	0	0	0	0	34.04350791859271	-117.81197365334155	8
26	0	3	16	0	0	0	0	34.0434	-117.81201706653883	8
